x-axis,2
second,Volt
+5.500000E-03,+133.891210E-03
+5.502500E-03,+0.0E+00
+5.505000E-03,+15.116750E-03
+5.507500E-03,-10.797678E-03
+5.510000E-03,+34.552570E-03
+5.512500E-03,+0.0E+00
+5.515000E-03,-36.712106E-03
+5.517500E-03,+12.957214E-03
+5.520000E-03,+2.159536E-03
+5.522500E-03,-34.552570E-03
+5.525000E-03,-19.435821E-03
+5.527500E-03,-61.546766E-03
+5.530000E-03,-33.472802E-03
+5.532500E-03,-21.595356E-03
+5.535000E-03,-12.957214E-03
+5.537500E-03,-62.626534E-03
+5.540000E-03,-12.957214E-03
+5.542500E-03,-12.957214E-03
+5.545000E-03,-100.418407E-03
+5.547500E-03,-73.424212E-03
+5.550000E-03,-33.472802E-03
+5.552500E-03,-147.928192E-03
+5.555000E-03,-123.093532E-03
+5.557500E-03,-133.891210E-03
+5.560000E-03,-154.406799E-03
+5.562500E-03,-115.535157E-03
+5.565000E-03,-133.891210E-03
+5.567500E-03,-197.597511E-03
+5.570000E-03,-174.922387E-03
+5.572500E-03,-168.443780E-03
+5.575000E-03,-158.725870E-03
+5.577500E-03,-200.836815E-03
+5.580000E-03,-192.198672E-03
+5.582500E-03,-184.640298E-03
+5.585000E-03,-234.309617E-03
+5.587500E-03,-201.916583E-03
+5.590000E-03,-210.554725E-03
+5.592500E-03,-252.665670E-03
+5.595000E-03,-254.825206E-03
+5.597500E-03,-234.309617E-03
+5.600000E-03,-234.309617E-03
+5.602500E-03,-267.782420E-03
+5.605000E-03,-211.634493E-03
+5.607500E-03,-237.548921E-03
+5.610000E-03,-246.187063E-03
+5.612500E-03,-308.813597E-03
+5.615000E-03,-267.782420E-03
+5.617500E-03,-301.255222E-03
+5.620000E-03,-301.255222E-03
+5.622500E-03,-289.377776E-03
+5.625000E-03,-301.255222E-03
+5.627500E-03,-267.782420E-03
+5.630000E-03,-320.691043E-03
+5.632500E-03,-312.052901E-03
+5.635000E-03,-395.195023E-03
+5.637500E-03,-368.200827E-03
+5.640000E-03,-349.844774E-03
+5.642500E-03,-334.728025E-03
+5.645000E-03,-367.121060E-03
+5.647500E-03,-316.371972E-03
+5.650000E-03,-368.200827E-03
+5.652500E-03,-334.728025E-03
+5.655000E-03,-334.728025E-03
+5.657500E-03,-393.035487E-03
+5.660000E-03,-417.870147E-03
+5.662500E-03,-394.115255E-03
+5.665000E-03,-399.514094E-03
+5.667500E-03,-435.146432E-03
+5.670000E-03,-416.790379E-03
+5.672500E-03,-374.679434E-03
+5.675000E-03,-432.986897E-03
+5.677500E-03,-412.471308E-03
+5.680000E-03,-415.710612E-03
+5.682500E-03,-440.545271E-03
+5.685000E-03,-404.912933E-03
+5.687500E-03,-435.146432E-03
+5.690000E-03,-435.146432E-03
+5.692500E-03,-435.146432E-03
+5.695000E-03,-472.938306E-03
+5.697500E-03,-435.146432E-03
+5.700000E-03,-502.092037E-03
+5.702500E-03,-435.146432E-03
+5.705000E-03,-463.220396E-03
+5.707500E-03,-454.582253E-03
+5.710000E-03,-457.821557E-03
+5.712500E-03,-470.778771E-03
+5.715000E-03,-495.613430E-03
+5.717500E-03,-471.858538E-03
+5.720000E-03,-468.619235E-03
+5.722500E-03,-499.932502E-03
+5.725000E-03,-468.619235E-03
+5.727500E-03,-501.012270E-03
+5.730000E-03,-468.619235E-03
+5.732500E-03,-535.564840E-03
+5.735000E-03,-493.453895E-03
+5.737500E-03,-502.092037E-03
+5.740000E-03,-502.092037E-03
+5.742500E-03,-501.012270E-03
+5.745000E-03,-502.092037E-03
+5.747500E-03,-538.804143E-03
+5.750000E-03,-495.613430E-03
+5.752500E-03,-531.245769E-03
+5.755000E-03,-502.092037E-03
+5.757500E-03,-488.055056E-03
+5.760000E-03,-445.944111E-03
+5.762500E-03,-532.325536E-03
+5.765000E-03,-513.969483E-03
+5.767500E-03,-535.564840E-03
+5.770000E-03,-556.080428E-03
+5.772500E-03,-535.564840E-03
+5.775000E-03,-502.092037E-03
+5.777500E-03,-513.969483E-03
+5.780000E-03,-498.852734E-03
+5.782500E-03,-507.490876E-03
+5.785000E-03,-535.564840E-03
+5.787500E-03,-502.092037E-03
+5.790000E-03,-499.932502E-03
+5.792500E-03,-529.086233E-03
+5.795000E-03,-483.735984E-03
+5.797500E-03,-468.619235E-03
+5.800000E-03,-533.405304E-03
+5.802500E-03,-494.533663E-03
+5.805000E-03,-485.895520E-03
+5.807500E-03,-468.619235E-03
+5.810000E-03,-502.092037E-03
+5.812500E-03,-468.619235E-03
+5.815000E-03,-484.815752E-03
+5.817500E-03,-476.177610E-03
+5.820000E-03,-534.485072E-03
+5.822500E-03,-454.582253E-03
+5.825000E-03,-486.975288E-03
+5.827500E-03,-489.134823E-03
+5.830000E-03,-466.459699E-03
+5.832500E-03,-490.214591E-03
+5.835000E-03,-454.582253E-03
+5.837500E-03,-502.092037E-03
