x-axis,2
second,Volt
-25.00000E-03,-40.16737E-03
-24.97500E-03,+32.82912E-03
-24.95000E-03,-54.65088E-03
-24.92500E-03,-34.56720E-03
-24.90000E-03,-60.89473E-03
-24.87500E-03,-58.10544E-03
-24.85000E-03,+5.85791E-03
-24.82500E-03,+10.58904E-03
-24.80000E-03,-84.45457E-03
-24.77500E-03,-56.83968E-03
-24.75000E-03,-57.69792E-03
-24.72500E-03,-8.28286E-03
-24.70000E-03,+18.66814E-03
-24.67500E-03,-29.70650E-03
-24.65000E-03,-8.60401E-03
-24.62500E-03,+7.65939E-03
-24.60000E-03,-36.90577E-03
-24.57500E-03,-85.82831E-03
-24.55000E-03,-112.77792E-03
-24.52500E-03,+14.34315E-03
-24.50000E-03,-104.15232E-03
-24.47500E-03,+74.60639E-03
-24.45000E-03,+79.56287E-03
-24.42500E-03,+58.05146E-03
-24.40000E-03,+148.82685E-03
-24.37500E-03,+138.54815E-03
-24.35000E-03,+186.33171E-03
-24.32500E-03,+83.64892E-03
-24.30000E-03,+133.50668E-03
-24.27500E-03,+4.09685E-03
-24.25000E-03,+86.06447E-03
-24.22500E-03,+106.98340E-03
-24.20000E-03,-4.29260E-03
-24.17500E-03,+58.90029E-03
-24.15000E-03,-33.51739E-03
-24.12500E-03,-62.69620E-03
-24.10000E-03,-67.20197E-03
-24.07500E-03,-159.97318E-03
-24.05000E-03,-99.96909E-03
-24.02500E-03,-100.41841E-03
-24.00000E-03,-61.36565E-03
-23.97500E-03,-48.96434E-03
-23.95000E-03,-154.94112E-03
-23.92500E-03,-62.68401E-03
-23.90000E-03,-181.18366E-03
-23.87500E-03,-154.39462E-03
-23.85000E-03,-94.41212E-03
-23.82500E-03,-77.96238E-03
-23.80000E-03,-24.71624E-03
-23.77500E-03,-2.36957E-03
-23.75000E-03,+46.28025E-03
-23.72500E-03,+41.45751E-03
-23.70000E-03,-29.56613E-03
-23.67500E-03,-110.50553E-03
-23.65000E-03,-53.62267E-03
-23.62500E-03,-131.36770E-03
-23.60000E-03,-155.86136E-03
-23.57500E-03,-198.77900E-03
-23.55000E-03,-217.05982E-03
-23.52500E-03,-226.15495E-03
-23.50000E-03,-170.32468E-03
-23.47500E-03,-263.43863E-03
-23.45000E-03,-114.32582E-03
-23.42500E-03,-146.08737E-03
-23.40000E-03,-153.63216E-03
-23.37500E-03,-91.49465E-03
-23.35000E-03,-70.03305E-03
-23.32500E-03,-24.02936E-03
-23.30000E-03,-15.74650E-03
-23.27500E-03,-46.57457E-03
-23.25000E-03,-62.28867E-03
-23.22500E-03,-132.91699E-03
-23.20000E-03,-39.65465E-03
-23.17500E-03,+80.46152E-03
-23.15000E-03,+66.17514E-03
-23.12500E-03,+44.74070E-03
-23.10000E-03,+4.67574E-03
-23.07500E-03,+67.40573E-03
-23.05000E-03,+225.10792E-03
-23.02500E-03,+210.23708E-03
-23.00000E-03,+235.34063E-03
-22.97500E-03,+197.32410E-03
-22.95000E-03,+68.77146E-03
-22.92500E-03,+52.04655E-03
-22.90000E-03,-66.17653E-03
-22.87500E-03,+43.86470E-03
-22.85000E-03,+70.57432E-03
-22.82500E-03,+50.40426E-03
-22.80000E-03,-68.57850E-03
-22.77500E-03,+41.67591E-03
-22.75000E-03,+3.02683E-03
-22.72500E-03,-6.13587E-03
-22.70000E-03,-52.52409E-03
-22.67500E-03,-67.39911E-03
-22.65000E-03,-177.10840E-03
-22.62500E-03,-96.99625E-03
-22.60000E-03,-25.23870E-03
-22.57500E-03,+48.63797E-03
-22.55000E-03,-52.59027E-03
-22.52500E-03,-72.64574E-03
-22.50000E-03,+36.38470E-03
-22.47500E-03,+74.78054E-03
-22.45000E-03,-40.67869E-03
-22.42500E-03,-115.46202E-03
-22.40000E-03,-2.23756E-03
-22.37500E-03,+12.71862E-03
-22.35000E-03,-123.89466E-03
-22.32500E-03,-67.68229E-03
-22.30000E-03,-48.41261E-03
-22.27500E-03,-20.64621E-03
-22.25000E-03,+8.56500E-03
-22.22500E-03,+41.04058E-03
-22.20000E-03,+95.43616E-03
-22.17500E-03,+91.95895E-03
-22.15000E-03,+90.76738E-03
-22.12500E-03,+89.03731E-03
-22.10000E-03,+120.66650E-03
-22.07500E-03,+144.35486E-03
-22.05000E-03,+18.62356E-03
-22.02500E-03,+93.49048E-03
-22.00000E-03,+114.83157E-03
-21.97500E-03,+149.89303E-03
-21.95000E-03,+16.28499E-03
-21.92500E-03,+89.24212E-03
-21.90000E-03,+126.03051E-03
-21.87500E-03,+120.41850E-03
-21.85000E-03,+88.31108E-03
-21.82500E-03,+156.80041E-03
-21.80000E-03,+216.46490E-03
-21.77500E-03,+132.28828E-03
-21.75000E-03,-13.39609E-03
-21.72500E-03,-61.62897E-03
-21.70000E-03,-68.87526E-03
-21.67500E-03,-42.61914E-03
-21.65000E-03,-149.04280E-03
-21.62500E-03,-124.01482E-03
